id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
283	choe (2021)	"<table><tr><td>Authors:</td><td>choe, hyeyeong; chi, junhwa; thorne, james h.</td></tr><tr><td>Title:</td><td>mapping potential plant species richness over large areas with deep learning, modis, and species distribution models</td></tr><tr><td>Source:</td><td>remote sensing, 13(13)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/rs13132490	-0.472	0.5406	3	345	1265	11	0.3602	2021	11	0.3602
284	thakur (2022)	"<table><tr><td>Authors:</td><td>thakur, keshav kumar; bhat, poorna; kumar, amit; ravikanth, g.; saikia, purabi</td></tr><tr><td>Title:</td><td>distribution mapping of bauhinia vahlii wight & arn. in india using ecological niche modelling</td></tr><tr><td>Source:</td><td>tropical ecology, 63(2), 286-299</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s42965-021-00197-8	-0.1492	-0.0883	1	341	2770	8	0.1888	2022	8	0.1888
285	ham (2021)	"<table><tr><td>Authors:</td><td>ham, gin swen; lahaye, elise; rosso, massimiliano; moulins, aurelie; hines, ellen; tepsich, paola</td></tr><tr><td>Title:</td><td>predicting summer fin whale distribution in the pelagos sanctuary (north-western mediterranean sea) to identify dynamic whale-vessel collision risk areas</td></tr><tr><td>Source:</td><td>aquatic conservation-marine and freshwater ecosystems, 31(8), 2257-2277</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1002/aqc.3614	0.1208	0.0686	2	343	2519	12	0.3929	2021	12	0.3929
286	liu (2022a)	"<table><tr><td>Authors:</td><td>liu, tong; liu, haoyu; tong, junbo; yang, yuxia; ge, deyan</td></tr><tr><td>Title:</td><td>habitat suitability of neotenic net-winged beetles (coleoptera: lycidae) in china using combined ecological models, with implications for biological conservation</td></tr><tr><td>Source:</td><td>diversity and distributions, 28(12), 2806-2823</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1111/ddi.13545	-0.455	0.4737	3	344	2221	33	0.779	2022	33	0.779
287	khan (2022)	"<table><tr><td>Authors:</td><td>khan, arshad mahmood; li, qingting; saqib, zafeer; khan, nasrullah; habib, tariq; khalid, nadia; majeed, muhammad; tariq, aqil</td></tr><tr><td>Title:</td><td>maxent modelling and impact of climate change on habitat suitability variations of economically important chilgoza pine (pinus gerardiana wall.) in south asia</td></tr><tr><td>Source:</td><td>forests, 13(5)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/f13050715	0.1932	0.427	2	340	2186	139	3.2811	2022	139	3.2811
288	ozcan (2024)	"<table><tr><td>Authors:</td><td>ozcan, ali ugur; gulcin, derya; tuttu, gamze; velazquez, javier; ayan, sezgin; stephan, jean; tuttu, ugur; varli, ahmet; cicek, kerim</td></tr><tr><td>Title:</td><td>the future possible distribution of kasnak oak (quercus vulcanica boiss. & heldr. ex kotschy) in anatolia under climate change scenarios</td></tr><tr><td>Source:</td><td>forests, 15(9)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.3390/f15091551	0.8776	0.3917	2	343	2102	5	0.5357	2024	5	0.5357
289	fekrat (2022)	"<table><tr><td>Authors:</td><td>fekrat, lida; farashi, azita</td></tr><tr><td>Title:</td><td>impacts of climatic changes on the worldwide potential geographical dispersal range of the leopard moth, zeuzera pyrina (l.) (lepidoptera: cossidae)</td></tr><tr><td>Source:</td><td>global ecology and conservation, 34</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.gecco.2022.e02050	0.5508	0.4167	2	344	2126	15	0.3541	2022	15	0.3541
290	song (2025)	"<table><tr><td>Authors:</td><td>song, jae-woo; seo, jaho; lee, wang-hee</td></tr><tr><td>Title:</td><td>spatial evaluation of salurnis marginella occurrence according to climate change using multiple species distribution models</td></tr><tr><td>Source:</td><td>agriculture-basel, 15(3)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/agriculture15030297	0.4096	0.6851	3	346	1937	4	2	2025	4	2
291	nkolokosa (2025)	"<table><tr><td>Authors:</td><td>nkolokosa, clinton; chirombo, james; jones, christopher m.; mbewe, rex b.; kambewa, eggrey aisha; makaula, peter; tangena, julie-anne akiko; stothard, j. russell</td></tr><tr><td>Title:</td><td>predicting current habitat suitability for intermediate snail hosts of urogenital and intestinal schistosomiasis in the lower shire valley floodplain of southern malawi</td></tr><tr><td>Source:</td><td>parasites & vectors, 18(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1186/s13071-025-06952-3	0.0531	1.0449	3	202	314	5	2.5	2025	5	2.5
292	lannuzel (2021)	"<table><tr><td>Authors:</td><td>lannuzel, guillaume; balmot, joan; dubos, nicolas; thibault, martin; fogliani, bruno</td></tr><tr><td>Title:</td><td>high-resolution topographic variables accurately predict the distribution of rare plant species for conservation area selection in a narrow-endemism hotspot in new caledonia</td></tr><tr><td>Source:</td><td>biodiversity and conservation, 30(4), 963-990</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s10531-021-02126-6	0.2425	-0.1399	2	342	2276	47	1.5389	2021	47	1.5389
293	chengere (2022)	"<table><tr><td>Authors:</td><td>chengere, shambel alemu; steger, cara; gebrehiwot, kflay; nemomissa, sileshi; dullo, bikila warkineh</td></tr><tr><td>Title:</td><td>modeling cultural keystone species for the conservation of biocultural diversity in the afroalpine</td></tr><tr><td>Source:</td><td>environments, 9(12)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/environments9120156	0.1906	0.3018	2	340	2166	7	0.1652	2022	7	0.1652
294	rivadeneira (2025)	"<table><tr><td>Authors:</td><td>rivadeneira, c. daniel; meyer, andreas schwarz; bornschein, marcos r.; ribeiro, luiz f.; pie, marcio r.</td></tr><tr><td>Title:</td><td>ecological niche modelling of microendemic species: understanding the distribution of montane frogs in the southern brazilian atlantic forest</td></tr><tr><td>Source:</td><td>austral ecology, 50(7)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1111/aec.70085	0.5686	0.5383	2	348	2221	2	1	2025	2	1
295	ozcan (2025)	"<table><tr><td>Authors:</td><td>ozcan, ali ugur; gulcin, derya; lopez-tirado, javier; ayan, sezgin; stephan, jean; velazquez, javier; cicek, ihsan; sezgin, mehmet; cicek, kerim</td></tr><tr><td>Title:</td><td>climate-driven shifts in the distribution of valonia oak from the last glaciation to the antropocene</td></tr><tr><td>Source:</td><td>forests, 16(5)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/f16050776	0.8211	0.3064	2	342	2337	0	0	2025	0	0
296	koc (2025)	"<table><tr><td>Authors:</td><td>koc, derya evrim; biltekin, demet; ustaoglu, beyza</td></tr><tr><td>Title:</td><td>assessing climate-driven shifts in liquidambar orientalis using ensemble species distribution models in the eastern mediterranean region</td></tr><tr><td>Source:</td><td>bmc plant biology, 26(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1186/s12870-025-07872-1	-0.6757	0.4921	3	340	2100	0	0	2025	0	0
297	mas (2023)	"<table><tr><td>Authors:</td><td>mas, barbara; riera, santiago; allu, ethel</td></tr><tr><td>Title:</td><td>modelling mediterranean oak palaeolandscapes using the maxent model algorithm: the case of the ne iberia under the middle holocene climatic scenario</td></tr><tr><td>Source:</td><td>ecological informatics, 74</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2023.101984	0.4342	-0.1495	2	338	2287	8	0.5806	2023	8	0.5806
298	amaro (2021)	"<table><tr><td>Authors:</td><td>amaro, george; fidelis, elisangela gomes; da silva, ricardo siqueira; de medeiros, cristian madeira</td></tr><tr><td>Title:</td><td>current and potential geographic distribution of red palm mite (raoiella indica hirst) in brazil</td></tr><tr><td>Source:</td><td>ecological informatics, 65</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101396	0.5905	-0.1126	2	342	3229	11	0.3602	2021	11	0.3602
299	singleton (2024)	"<table><tr><td>Authors:</td><td>singleton, alyson l.; glidden, caroline k.; chamberlin, andrew j.; tuan, roseli; palasio, raquel g. s.; pinter, adriano; caldeira, roberta l.; mendonc, cristiane l. f.; carvalho, omar s.; monteiro, miguel v.; athni, tejas s.; sokolow, susanne h.; mordecai, erin a.; de leo, giulio a.</td></tr><tr><td>Title:</td><td>species distribution modeling for disease ecology: a multi-scale case study for schistosomiasis host snails in brazil</td></tr><tr><td>Source:</td><td>plos global public health, 4(8)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1371/journal.pgph.0002224	0.2978	0.5821	3	349	2378	8	0.8571	2024	8	0.8571
300	deng (2023)	"<table><tr><td>Authors:</td><td>deng, yiming; goodale, eben; dong, anran; jiang, demeng; jiang, aiwu; zhang, zhixin; mammides, christos</td></tr><tr><td>Title:</td><td>projecting shifts in the distributions of chinese endemic vertebrate species under climate and land-use change</td></tr><tr><td>Source:</td><td>frontiers in ecology and evolution, 11</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.3389/fevo.2023.1174495	0.4534	0.4784	2	345	2341	9	0.6532	2023	9	0.6532
302	ning (2021)	"<table><tr><td>Authors:</td><td>ning, hang; ling, lei; sun, xiangcheng; kang, xiaotong; chen, hui</td></tr><tr><td>Title:</td><td>predicting the future redistribution of chinese white pine pinus armandii franch. under climate change scenarios in china using species distribution models</td></tr><tr><td>Source:</td><td>global ecology and conservation, 25</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.gecco.2020.e01420	-0.6635	0.0753	1	340	2195	36	1.1788	2021	36	1.1788
303	liu (2022b)	"<table><tr><td>Authors:</td><td>liu, dan; lei, xiangdong; gao, wenqiang; guo, hong; xie, yangsheng; fu, liyong; lei, yuancai; li, yutang; zhang, zhuoli; tang, shouzheng</td></tr><tr><td>Title:</td><td>mapping the potential distribution suitability of 16 tree species under climate change in northeastern china using maxent modelling</td></tr><tr><td>Source:</td><td>journal of forestry research, 33(6), 1739-1750</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s11676-022-01459-4	-0.1673	0.3554	3	343	2100	41	0.9678	2022	41	0.9678
304	dietenberger (2025)	"<table><tr><td>Authors:</td><td>dietenberger, steffen; mueller, marlin m.; henkel, andreas; dubois, clemence; thiel, christian; hese, soeren</td></tr><tr><td>Title:</td><td>mapping habitat structures of endangered open grassland species (e. aurinia) using a biotope classification based on very high-resolution imagery</td></tr><tr><td>Source:</td><td>remote sensing, 17(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/rs17010149	-0.64	0.8181	3	198	296	1	0.5	2025	1	0.5
305	neu (2021)	"<table><tr><td>Authors:</td><td>neu, anika; loetters, stefan; noerenberg, linda; wiemers, martin; fischer, klaus</td></tr><tr><td>Title:</td><td>reduced host-plant specialization is associated with the rapid range expansion of a mediterranean butterfly</td></tr><tr><td>Source:</td><td>journal of biogeography, 48(12), 3016-3031</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/jbi.14258	0.3379	0.3155	2	343	2141	14	0.4584	2021	14	0.4584
306	rush (2025)	"<table><tr><td>Authors:</td><td>rush, emily r.; edwards, will; hoskin, conrad j.</td></tr><tr><td>Title:</td><td>species distribution modelling to identify and validate areas of occupancy for the magnificent broodfrog (pseudophryne covacevichae)</td></tr><tr><td>Source:</td><td>wildlife research, 52(12)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1071/wr25108	0.7119	-0.3853	2	341	2454	0	0	2025	0	0
307	li (2022)	"<table><tr><td>Authors:</td><td>li, xingyu; emery, robert n.; coupland, grey t.; ren, yonglin; mckirdy, simon j.</td></tr><tr><td>Title:</td><td>evaluation of the likelihood of establishing false codling moth (thaumatotibia leucotreta) in australia via the international cut flower market</td></tr><tr><td>Source:</td><td>insects, 13(10)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/insects13100883	0.4454	0.2885	2	346	2446	8	0.1888	2022	8	0.1888
308	smith (2021)	"<table><tr><td>Authors:</td><td>smith, ian t.; knetter, sonya j.; svancara, leona k.; karl, jason w.; johnson, timothy r.; rachlow, janet l.</td></tr><tr><td>Title:</td><td>overlap between sagebrush habitat specialists differs among seasons: implications for umbrella species conservation</td></tr><tr><td>Source:</td><td>rangeland ecology & management, 78, 142-154</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.rama.2021.06.007	0.6804	-0.554	2	336	2260	8	0.2619	2021	8	0.2619
309	liu (2024)	"<table><tr><td>Authors:</td><td>liu, tong; liu, haoyu; li, yuntao; yang, yuxia</td></tr><tr><td>Title:</td><td>staying on the current niche: consensus model reveals the habitat loss of a critically endangered dragonfly libellula angelina under climate changes</td></tr><tr><td>Source:</td><td>journal of insect conservation, 28(3), 483-499</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1007/s10841-024-00564-5	-0.2062	0.7168	3	347	2246	4	0.4286	2024	4	0.4286
310	kumar (2022)	"<table><tr><td>Authors:</td><td>kumar, devendra; pandey, aseesh; rawat, sandeep; joshi, mayank; bajpai, rajesh; upreti, dalip kumar; singh, surendra pratap</td></tr><tr><td>Title:</td><td>predicting the distributional range shifts of rhizocarpon geographicum (l.) dc. in indian himalayan region under future climate scenarios</td></tr><tr><td>Source:</td><td>environmental science and pollution research, 29(41), 61579-61593</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1007/s11356-021-15624-5	-0.6398	0.1779	1	345	2143	9	0.2124	2022	9	0.2124
311	el-khalafy (2025)	"<table><tr><td>Authors:</td><td>el-khalafy, mohamed m.; mostafa, wael; al-sodany, yassin m.; shaltout, kamal h.; toto, soliman m.</td></tr><tr><td>Title:</td><td>investigating sand dunes flora conservation based on remote sensing and predictive modeling in the mediterranean coastal region, egypt</td></tr><tr><td>Source:</td><td>scientific reports, 15(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1038/s41598-025-29710-y	-0.2268	0.7527	3	345	1990	0	0	2025	0	0
312	wang (2023)	"<table><tr><td>Authors:</td><td>wang, lifei; jackson, donald a.</td></tr><tr><td>Title:</td><td>effects of sample size, data quality, and species response in environmental space on modeling species distributions</td></tr><tr><td>Source:</td><td>landscape ecology, 38(12), 4009-4031</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1007/s10980-023-01771-2	-0.5774	0.1218	1	344	2380	35	2.5403	2023	35	2.5403
313	abad-uribarren (2022)	"<table><tr><td>Authors:</td><td>abad-uribarren, alberto; prado, elena; sierra, sergio; cobo, adolfo; rodriguez-basalo, augusto; gomez-ballesteros, maria; sanchez, francisco</td></tr><tr><td>Title:</td><td>deep learning-assisted high resolution mapping of vulnerable habitats within the capbreton canyon system, bay of biscay</td></tr><tr><td>Source:</td><td>estuarine coastal and shelf science, 275</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.ecss.2022.107957	0.3004	0.7313	3	338	1173	17	0.4013	2022	17	0.4013
314	mirhashemi (2023)	"<table><tr><td>Authors:</td><td>mirhashemi, hengameh; heydari, mehdi; karami, omid; ahmadi, kourosh; mosavi, amir</td></tr><tr><td>Title:</td><td>modeling climate change effects on the distribution of oak forests with machine learning</td></tr><tr><td>Source:</td><td>forests, 14(3)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.3390/f14030469	-0.5862	0.6284	3	338	1080	14	1.0161	2023	14	1.0161
315	wang (2025)	"<table><tr><td>Authors:</td><td>wang, lingjun; tan, haofeng; luo, peng; meng, liqiu; fei, teng</td></tr><tr><td>Title:</td><td>species habitat modeling based on image semantic segmentation</td></tr><tr><td>Source:</td><td>scientific reports, 15(1)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1038/s41598-025-09035-6	0.0772	0.9028	3	338	519	0	0	2025	0	0
316	capinha (2021)	"<table><tr><td>Authors:</td><td>capinha, cesar; ceia-hasse, ana; kramer, andrew m.; meijer, christiaan</td></tr><tr><td>Title:</td><td>deep learning for supervised classification of temporal data in ecology</td></tr><tr><td>Source:</td><td>ecological informatics, 61</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101252	0.117	1.3318	3	116	164	25	0.8186	2021	25	0.8186
317	comia-geneta (2024)	"<table><tr><td>Authors:</td><td>comia-geneta, germaine; reyes-haygood, simon justin; salazar-golez, nicole louise; seladis-ocampo, nicole alessandra; samuel-sualibios, merlin rei; dagamac, nikki heherson a.; buebos-esteve, don enrico</td></tr><tr><td>Title:</td><td>development of a novel optimization modeling pipeline for range prediction of vectors with limited occurrence records in the philippines: a bipartite approach</td></tr><tr><td>Source:</td><td>modeling earth systems and environment, 10(3), 3995-4011</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1007/s40808-024-02005-3	0.9293	-0.1938	2	339	2254	12	1.2857	2024	12	1.2857
318	fenollosa (2025)	"<table><tr><td>Authors:</td><td>fenollosa, erola; salguero-gomez, roberto</td></tr><tr><td>Title:</td><td>ai and big data for invasion biology: finding, modelling and forecasting the population dynamics of invaders</td></tr><tr><td>Source:</td><td>ecosistemas, 34(3)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.7818/ecos.2933	-0.1669	0.7237	3	340	909	4	2	2025	4	2
319	duarte (2024)	"<table><tr><td>Authors:</td><td>duarte, adam; weldy, matthew j.; lesmeister, damon b.; ruff, zachary j.; jenkins, julianna m. a.; valente, jonathon j.; betts, matthew g.</td></tr><tr><td>Title:</td><td>passive acoustic monitoring and convolutional neural networks facilitate high-resolution and broadscale monitoring of a threatened species</td></tr><tr><td>Source:</td><td>ecological indicators, 162</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.ecolind.2024.112016	0.0455	0.6119	3	37	41	18	1.9286	2024	18	1.9286
320	demir (2025)	"<table><tr><td>Authors:</td><td>demir, muhammed arif; kabalak, mahmut</td></tr><tr><td>Title:</td><td>predicting the suitable habitats of alosimus marginicollis (haag-rutenberg, 1880) (coleoptera: meloidae) and evaluating its potential distribution in relation to geographical and climatic barriers</td></tr><tr><td>Source:</td><td>turkish journal of zoology, 49(2)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.55730/1300-0179.3214	0.133	0.5868	3	346	2156	2	1	2025	2	1
321	brun (2024)	"<table><tr><td>Authors:</td><td>brun, philipp; karger, dirk n.; zurell, damaris; descombes, patrice; de witte, lucienne c.; de lutio, riccardo; wegner, jan dirk; zimmermann, niklaus e.</td></tr><tr><td>Title:</td><td>multispecies deep learning using citizen science data produces more informative plant community models</td></tr><tr><td>Source:</td><td>nature communications, 15(1)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1038/s41467-024-48559-9	-0.0126	0.8701	3	346	1362	31	3.3214	2024	31	3.3214
322	soster (2025b)	"<table><tr><td>Authors:</td><td>soster, francesca; galdies, charles; awbery, tim; gauci, adam; metzger, benjamin; barbara, nicholas; lopez, bruno diaz</td></tr><tr><td>Title:</td><td>common bottlenose dolphin habitat suitability in malta's coastal waters as a human-altered environment</td></tr><tr><td>Source:</td><td>marine environmental research, 211</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1016/j.marenvres.2025.107422	0.4214	0.0791	2	345	2534	3	1.5	2025	3	1.5
324	kariyawasam (2021)	"<table><tr><td>Authors:</td><td>kariyawasam, champika s.; kumar, lalit; ratnayake, sujith s.</td></tr><tr><td>Title:</td><td>potential distribution of aquatic invasive alien plants, eichhornia crassipes and salvinia molesta under climate change in sri lanka</td></tr><tr><td>Source:</td><td>wetlands ecology and management, 29(4), 531-545</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s11273-021-09799-4	0.694	0.1422	2	341	2201	25	0.8186	2021	25	0.8186
325	davis (2023)	"<table><tr><td>Authors:</td><td>davis, courtney l.; bai, yiwei; chen, di; robinson, orin; ruiz-gutierrez, viviana; gomes, carla p.; fink, daniel</td></tr><tr><td>Title:</td><td>deep learning with citizen science data enables estimation of species diversity and composition at continental extents</td></tr><tr><td>Source:</td><td>ecology, 104(12)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/10.1002/ecy.4175	0.0602	1.0647	3	85	118	23	1.6694	2023	23	1.6694
326	buendia-espinoza (2022)	"<table><tr><td>Authors:</td><td>buendia-espinoza, julio cesar; martinez-ochoa, elisa del carmen; diaz-aguilar, irma; cahuich-damian, jesus eduardo; zamora-elizalde, mayra clementina</td></tr><tr><td>Title:</td><td>identifying potential planting sites for three non-native plants to be used for soil rehabilitation in the tula watershed</td></tr><tr><td>Source:</td><td>forests, 13(2)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/f13020270	0.5584	0.081	2	340	2169	6	0.1416	2022	6	0.1416
327	bonaglia (2025)	"<table><tr><td>Authors:</td><td>bonaglia, adeline; shen, chenyu; padron, ryan s.; bogner, konrad; fopp, fabian; rubin, aurelie; rubin, jean-francois; adde, antoine; guisan, antoine; albouy, camille; pellissier, loic</td></tr><tr><td>Title:</td><td>sub-seasonal forecasting of thermal stress for swiss river fishes during heatwaves</td></tr><tr><td>Source:</td><td>ecological modelling, 507</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.1016/j.ecolmodel.2025.111171	0.5513	1.0296	3	205	336	1	0.5	2025	1	0.5
328	ci (2024)	"<table><tr><td>Authors:</td><td>ci, mengtao; liu, qi; liu, yunfei; jin, qian; martinez-valderrama, jaime; zhao, jianping</td></tr><tr><td>Title:</td><td>multi-model assessment of potential natural vegetation to support ecological restoration</td></tr><tr><td>Source:</td><td>journal of environmental management, 367</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1016/j.jenvman.2024.121934	-0.0953	0.7998	3	304	666	7	0.75	2024	7	0.75
329	jinga (2022)	"<table><tr><td>Authors:</td><td>jinga, percy; zingoni, emmanuel; bobo, enetia d.; munosiyei, pias</td></tr><tr><td>Title:</td><td>marula (sclerocarya birrea subsp. caffra, anacardiaceae) thrives under climate change in sub-saharan africa</td></tr><tr><td>Source:</td><td>african journal of ecology, 60(3), 736-749</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1111/aje.12943	-0.0438	-0.2338	1	341	2483	6	0.1416	2022	6	0.1416
330	anselmo (2025b)	"<table><tr><td>Authors:</td><td>anselmo, luca</td></tr><tr><td>Title:</td><td>conservation challenges of the endangered gravel grasshopper chorthippus (glyptobothrus) pullus along alpine rivers: insights from remote sensing in northwestern italy</td></tr><tr><td>Source:</td><td>journal of orthoptera research, 34(1), 119-130</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3897/jor.34.130377	0.2431	-0.2234	2	342	2256	2	1	2025	2	1
331	su (2025)	"<table><tr><td>Authors:</td><td>su, xie; ouyang, xianheng; ding, xiaoqun; wang, yang; liu, wangang; liu, yang</td></tr><tr><td>Title:</td><td>predicting suitable habitat for glipa (coleoptera: mordellidae: mordellinae) under current and future climates using maxent modeling</td></tr><tr><td>Source:</td><td>insects, 16(6)</td></tr><tr><td>Year:</td><td>2025</td></tr></table>"	https://doi.org/10.3390/insects16060642	0.2774	0.3611	2	342	2179	1	0.5	2025	1	0.5
332	fonda (2021)	"<table><tr><td>Authors:</td><td>fonda, federica; chiatante, gianpasquale; meriggi, alberto; mustoni, andrea; armanini, marco; mosini, andrea; spada, arianna; lombardini, marco; righetti, davide; granata, marco; capelli, enrica; pontarini, renato; roux poignant, giuseppe; balestrieri, alessandro</td></tr><tr><td>Title:</td><td>spatial distribution of the pine marten (martes martes) and stone marten (martes foina) in the italian alps</td></tr><tr><td>Source:</td><td>mammalian biology, 101(3), 345-356</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1007/s42991-020-00098-8	0.1281	-0.7837	2	341	2599	9	0.2947	2021	9	0.2947
333	soilhi (2022)	"<table><tr><td>Authors:</td><td>soilhi, zayneb; sayari, najla; benalouache, nadia; mekki, mounir</td></tr><tr><td>Title:</td><td>predicting current and future distributions of mentha pulegium l. in tunisia under climate change conditions, using the maxent model</td></tr><tr><td>Source:</td><td>ecological informatics, 68</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1016/j.ecoinf.2021.101533	-0.5934	0.417	1	336	2014	67	1.5815	2022	67	1.5815
334	gao (2021)	"<table><tr><td>Authors:</td><td>gao, yuan; he, zhibin; zhu, xi; chen, longfei; du, jun; lin, pengfei; tian, quanyan; kong, junqia</td></tr><tr><td>Title:</td><td>potential distribution and habitat suitability of picea crassifolia with climate change scenarios</td></tr><tr><td>Source:</td><td>canadian journal of forest research, 51(12), 1903-1915</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1139/cjfr-2020-0507	0.1627	0.3635	2	340	2301	6	0.1965	2021	6	0.1965
335	morand (2024)	"<table><tr><td>Authors:</td><td>morand, gaetan; joly, alexis; rouyer, tristan; lorieul, titouan; barde, julien</td></tr><tr><td>Title:</td><td>predicting species distributions in the open ocean with convolutional neural networks</td></tr><tr><td>Source:</td><td>peer community journal, 4</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.24072/pcjournal.471	-0.8632	0.3889	1	307	575	2	0.2143	2024	2	0.2143
336	vasquez-aguilar (2024)	"<table><tr><td>Authors:</td><td>vasquez-aguilar, antonio acini; hernandez-rodriguez, dolores; martinez-mota, rodolfo</td></tr><tr><td>Title:</td><td>predicting future climate change impacts on the potential distribution of the black howler monkey (alouatta pigra): an endangered arboreal primate</td></tr><tr><td>Source:</td><td>environmental monitoring and assessment, 196(4)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/10.1007/s10661-024-12543-z	0.1957	0.6703	3	343	2421	6	0.6429	2024	6	0.6429
337	anand (2021)	"<table><tr><td>Authors:</td><td>anand, akash; pandey, manish k.; srivastava, prashant k.; gupta, ayushi; khan, mohammed latif</td></tr><tr><td>Title:</td><td>integrating multi-sensors data for species distribution mapping using deep learning and envelope models</td></tr><tr><td>Source:</td><td>remote sensing, 13(16)</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.3390/rs13163284	-0.7378	0.3433	1	339	1207	16	0.5239	2021	16	0.5239
338	perger (2021)	"<table><tr><td>Authors:</td><td>perger, robert; do amaral, karina bohrer; bianchi, filipe michels</td></tr><tr><td>Title:</td><td>distribution modelling of the rare stink bug ceratozygum horridum (germar, 1839): isolated in small spots across the neotropics or a continuous population?</td></tr><tr><td>Source:</td><td>journal of natural history, 55(11-12), 649-663</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/00222933.2021.1919328	0.2214	-0.3407	2	340	2322	1	0.0327	2021	1	0.0327
